Key,Description,en,fr
settingDescription_Test Quicksave,The description of a game option.,Opt-in to test the quicksave/load feature. Please report issues to developer.,Optez pour tester la fonctionnalite de sauvegarde/chargement rapide. Veuillez signaler les problemes au developpeur.
setting_Cloud Diagnostics,The name of a game option.,Cloud Diagnostics,Diagnostics cloud
settingDescription_Cloud Diagnostics,The description of a game option.,Opt-in to allow anonymous error reports to be automatically sent to the developer.,Optez pour autoriser l'envoi automatique de rapports d'erreurs anonymes au developpeur.
setting_Persistent Seat Position,The name of a game option.,Persistent Seat Position,Position du siege persistante
settingDescription_Persistent Seat Position,The description of a game option.,Attempt to recall the seated position when starting the game.,Essayez de rappeler la position assise au demarrage du jeu.
pilotSelect_totalFlightTime,Title for label showing the player's total flight time.,Total Flight Time,Temps de vol total
pilotSelect_lastVehicle,Title for label showing the vehicle the player has most recently flown.,Last Vehicle,Dernier vehicule
setting_enabled,Label for an enabled option in settings UI,ON,ON
setting_disabled,Label for a disabled option in settings UI,OFF,OFF
s_scenarios,,Scenarios,Scenarios
s_campaigns,,Campaigns,Campagnes
s_maps,,Maps,Cartes
err_LogSteam,Error message for workshop browser,Must be logged into Steam!,Vous devez etre connecte a Steam !
err_wsConnect,Error message for workshop browser,Failed to connect to Steam Workshop!,Echec de la connexion au Steam Workshop !
err_scenarioNotFound,Error message for workshop browser,Scenario not found!,Scenario non trouve !
err_version,Error message for workshop browser,Incompatible game version!,Version du jeu incompatible !
vehicleConfig_denyOverBudget,Denial message for vehicle configurator,OVER BUDGET,DEPASSE LE BUDGET
vehicleConfig_repairOverBudget,Denial message for vehicle configurator,Insufficient funds to repair.,Fonds insuffisants pour les reparations.
briefingUI_configure,Start button in mission briefing,Configure,Configurer
briefingUI_fly,Start button in mission briefing,Fly,Voler
mfd_home,MFD home page button,Home,Accueil
env_morning,Environment setting,Morning,Matin
env_day,Environment setting,Day,Jour
env_night,Environment setting,Night,Nuit
credits_credits,Credits string,Credits,Credits
credits_developer,Credits string,Developer,Developpeur
credits_programming,Credits string,Programming,Programmation
credits_modelling,Credits string,Modelling,Modelisation
credits_music,Credits string,Music,Musique
credits_voices,Credits string,Voices,Voix
credits_wingmen,Credits string,Wingmen,Ailiers
credits_groundCrew,Credits string,Ground Crew,Equipe au sol
credits_awacs,Credits string,AWACS,AWACS
credits_atc,Credits string,,
credits_pvtTesting,Credits string,Private Testing Volunteers,Volontaires pour tests prives
credits_translation,Credits string,Translation,Traduction
credits_thanks,Credits string,"Special Thanks
to everyone participating in
the public_testing branch!","Un merci special 
a tous ceux qui participent a 
la branche public_testing !"
mission_completed,x completed.' end-mission entry.,completed.,termine.
mission_failed,x failed.' end-mission entry.,failed.,echoue.
mission_hasReached,{unit} has reached {waypoint}' end-mission entry for protect objective. Must contain {0} and {1} variable indices.,{0} has reached {1}.,{0} a atteint {1}.
mission_vehicleDestroyed,End-mission entry for when vehicle was destroyed.,Vehicle was destroyed.,Le vehicule a ete detruit.
mission_ejected,End-mission entry for when pilot ejects.,Pilot has ejected.,Le pilote a ejecte.
mission_killedGForces,End-mission entry for when killed by g-forces,Killed by G-Forces,Tue par les forces G
mission_minimum,Short for 'minimum' in objective description with multiple targets.,Min:,Min :
mission_targetDestroyed,Reason for failing a Join mission (target waypoint unit was killed),target destroyed,cible detruite
mission_failedToDefend,Reason for failing a Protect objective. Must contain variable index {0},Failed to defend {0},Echec a defendre {0}
s_endMission_minsAgo,Label for quickload button 'minutes ago' in end-mission display 'Quick Load (x mins ago)',mins ago,il y a quelques minutes
av42c_tutorials:tut_av42c_agm:-950955607,Text from a tutorial.,Welcome to the air-to-ground missile tutorial!,Bienvenue dans le tutoriel sur les missiles air-sol !
av42c_tutorials:tut_av42c_agm:-628587264,Text from a tutorial.,Air-to-ground missiles (AGM) are useful for precisely hitting light to medium armored ground targets,Les missiles air-sol (AGM) sont utiles pour frapper precisement les cibles terrestres legeres a moyennement blindees.
av42c_tutorials:tut_av42c_agm:900650531,Text from a tutorial.,Open TGP,Ouvrir le TGP
av42c_tutorials:tut_av42c_agm:1129220644,Text from a tutorial.,Power On,Allumer
av42c_tutorials:tut_av42c_agm:-825542407,Text from a tutorial.,You will use the TGP to designate targets for the AGMs,Vous utiliserez le TGP pour designer les cibles pour les AGM.
av42c_tutorials:tut_av42c_agm:40209151,Text from a tutorial.,Arm weapons,Armer les armes
av42c_tutorials:tut_av42c_agm:-1923603361,Text from a tutorial.,Switch to AGM-114,Passer a AGM-114
av42c_tutorials:tut_av42c_agm:-1227908506,Text from a tutorial.,"These are small, laser-guided, anti-tank missiles",Ce sont des missiles anti-char guides par laser de petite taille.
av42c_tutorials:tut_av42c_agm:-355933041,Text from a tutorial.,"Since they home in on the laser point emitted by your TGP, you must maintain line of sight to the target until it hits","Comme ils se dirigent vers le point laser emis par votre TGP, vous devez maintenir la ligne de vue sur la cible jusqu'a ce qu'elle atteigne sa cible."
av42c_tutorials:tut_av42c_agm:50344960,Text from a tutorial.,"To fire it, designate a target using the TGP, point your aircraft at the target until the missile locks on, then pull the trigger to fire","Pour tirer, designez une cible en utilisant le TGP, pointez votre aeronef vers la cible jusqu'a ce que le missile se verrouille, puis appuyez sur la gachette pour tirer."
av42c_tutorials:tut_av42c_agm:-1360693668,Text from a tutorial.,"You can also switch the missile seeker's uncage mode to MANUAL, which will allow you to fire at targets off boresight","Vous pouvez egalement passer le mode de desactivation du chercheur de missile en MANUEL, ce qui vous permettra de tirer sur des cibles hors de la ligne de visee."
av42c_tutorials:tut_av42c_agm:-1503618759,Text from a tutorial.,"In MANUAL mode, you hold the trigger to uncage the seeker, then press the weapon switch button to fire","En mode MANUEL, maintenez la gachette pour desactiver le chercheur, puis appuyez sur le bouton de changement d'arme pour tirer."
av42c_tutorials:tut_av42c_agm:1042911135,Text from a tutorial.,Try shooting the targets around the mission waypoint using the AGM-114,Essayez de tirer sur les cibles autour du point de mission en utilisant l'AGM-114.
av42c_tutorials:tut_av42c_agm:1384660116,Text from a tutorial.,"Remember, you need to maintain line of sight with your TGP in order to guide the missile to the target",N'oubliez pas que vous devez maintenir la ligne de vue avec votre TGP pour guider le missile vers la cible.
av42c_tutorials:tut_av42c_agm:1453428147,Text from a tutorial.,Great! Now switch to the AGM-65,"Super ! Maintenant, passez a l'AGM-65."
av42c_tutorials:tut_av42c_agm:-1735708293,Text from a tutorial.,"This is a larger, slightly heavier hitting anti-tank missile with a more advanced optical seeker","C'est un missile anti-char plus gros, legerement plus puissant, avec un chercheur optique plus avance."
av42c_tutorials:tut_av42c_agm:-2052818574,Text from a tutorial.,"With this type of missile, you do not need to maintain a lock on the target after you fire at it","Avec ce type de missile, vous n'avez pas besoin de maintenir un verrou sur la cible apres avoir tire."
av42c_tutorials:tut_av42c_agm:798779502,Text from a tutorial.,"The fire-and-forget capability allows you to fire at multiple targets in one pass, or take cover after firing",La capacite de tir et d'oubli vous permet de tirer sur plusieurs cibles en un seul passage ou de vous mettre a l'abri apres avoir tire.
av42c_tutorials:tut_av42c_agm:256667487,Text from a tutorial.,Try taking down the targets at the next waypoint and practice taking advantage of the fire-and-forget capability,Essayez d'abattre les cibles au prochain waypoint et pratiquez l'utilisation de la capacite de tir et d'oubli.
av42c_tutorials:tut_av42c_agm:-568562802,Text from a tutorial.,Nice shooting! This concludes the air-to-ground missile tutorial,Beau tir ! Cela conclut le tutoriel sur les missiles air-sol.
fa26b_tutorials:tut_26_radar:-1152007029,Text from a tutorial.,Welcome to the Radar tutorial for the F/A-26,Bienvenue dans le tutoriel Radar pour le F/A-26.
fa26b_tutorials:tut_26_radar:-1256886870,Text from a tutorial.,"Today, you will learn how to use the radar to find and track other aircraft, as well as designate targets for air to air missiles","Aujourd'hui, vous apprendrez a utiliser le radar pour trouver et suivre d'autres aeronefs, ainsi qu'a designer des cibles pour les missiles air-air."
fa26b_tutorials:tut_26_radar:12089749,Text from a tutorial.,Open the RADAR MFD page,Ouvrir la page RADAR MFD
fa26b_tutorials:tut_26_radar:-1499035627,Text from a tutorial.,Turn ON the radar,Allumer le radar
fa26b_tutorials:tut_26_radar:168404510,Text from a tutorial.,The display shows you a compressed representation of the radar's 120 degree field of view,L'affichage vous montre une representation compressee du champ de vision radar de 120 degres.
fa26b_tutorials:tut_26_radar:-1576442623,Text from a tutorial.,The displayed range can be adjusted using the R+ and R- buttons,La portee affichee peut etre ajustee a l'aide des boutons R+ et R-.
fa26b_tutorials:tut_26_radar:1184134746,Text from a tutorial.,Press R+ repeatedly until the display is at max range,Appuyez sur R+ plusieurs fois jusqu'a ce que l'affichage soit a la portee maximale.
fa26b_tutorials:tut_26_radar:636060045,Text from a tutorial.,"As the radar sweeps over other aircraft, they will be displayed as blue icons for friends and orange icons for foes","À mesure que le radar balaie d'autres aeronefs, ils seront affiches comme des icones bleues pour les amis et des icones orange pour les ennemis."
fa26b_tutorials:tut_26_radar:566777240,Text from a tutorial.,The left/right SCAN ANGLE can also be adjusted to allow the radar to scan more rapidly but in a smaller slice of the sky,L'ANGLE DE BALAYAGE gauche/droite peut egalement etre ajuste pour permettre au radar de scanner plus rapidement mais dans une tranche plus petite du ciel.
fa26b_tutorials:tut_26_radar:-1341204802,Text from a tutorial.,Set the radar as SOI,Definissez le radar comme SOI
fa26b_tutorials:tut_26_radar:-103120712,Text from a tutorial.,"Now, you can slew the target designator using the joystick's thumb control","Maintenant, vous pouvez deplacer le designateur de cible a l'aide du controle du pouce du joystick."
fa26b_tutorials:tut_26_radar:1284478201,Text from a tutorial.,"Slew the designator over a contact, and press in on the center of the thumb control to start tracking it","Deplacez le designateur sur un contact, puis appuyez au centre du controle du pouce pour commencer a le suivre."
fa26b_tutorials:tut_26_radar:-694142307,Text from a tutorial.,You can track up to 4 contacts while still being able to scan the rest of the sky,Vous pouvez suivre jusqu'a 4 contacts tout en etant capable de scanner le reste du ciel.
fa26b_tutorials:tut_26_radar:-1026100394,Text from a tutorial.,"They will appear as small circle on your HUD, along with their corresponding number","Ils apparaitront comme de petits cercles sur votre HUD, avec leur numero correspondant."
fa26b_tutorials:tut_26_radar:-813131710,Text from a tutorial.,"In order to lock a target for weapons, click on a track again using the designator, or press the numbered MFD button on the left","Pour verrouiller une cible pour les armes, cliquez a nouveau sur une piste en utilisant le designateur ou appuyez sur le bouton MFD numerote a gauche."
